key,Ardeal,Banat,Bucovina,Crisana,Dobrogea,Maramures,Moldova,Muntenia,Oltenia,accuracy,balanced_accuracy,level_used,mcc,processed,roc_auc
result,"sfantu, sfantu gheorghe, deva, brasov, harghita, petrosani, covasna, alba, cluj, hunedoara","din timisoara, caransebes, moldova noua, severin, caras severin, caras, resita, lugoj, timis, timisoara","ion, bucovinei, prof, falticeni, lungu, ion lungu, radauti, judetean suceava, sucevei, suceava","dupa, dvs, transmite, update, si va, birta, din oradea, bihor, oradea, arad","judetul constanta, primarul, municipiului constanta, judetul tulcea, comunei, medgidia, judetean tulcea, raja, tulcea, constanta","premiul, de sus, pop, noiembrie, din baia, mare, maramuresului, baia mare, baia, maramures","husi, palas, judetul vaslui, iasi, braila, galati, neamt, botosani, bacau, vaslui","din alexandria, judetul teleorman, ploiesti, dambovita, giurgiu, buzau, calarasi, targoviste, alexandria, teleorman","caracal, ramnicu valcea, targu jiu, jiu, gorj, slatina, dolj, craiova, valcea, olt",0.8018840153076243,0.7479645117502752,0,0.7542660960073367,16983,
